Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,216.600006,219.979996,216.539993,219.770004,216.854889,15873500
2020-01-03,216.350006,218.203003,216.009995,217.000000,214.121628,8604500
2020-01-06,214.889999,217.160004,214.089996,216.639999,213.766403,11885500
2020-01-07,217.639999,218.940002,216.690002,217.630005,214.743286,9388000
2020-01-08,216.600006,220.649994,216.320007,218.000000,215.108368,11959100
2020-01-09,221.500000,223.080002,220.820007,221.779999,218.838226,13122500
2020-01-10,223.899994,225.960007,222.061005,223.830002,220.861038,12296000
2020-01-13,228.809998,231.139999,227.039993,230.479996,227.422821,17544800
2020-01-14,230.050003,230.175003,224.880005,226.490005,223.485764,17266900
